鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
板橋區,房地(土地+建物),新北市板橋區華江一路５６０號十七樓,7.53,商,,,1110103,土地1建物1車位0,十七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100421,57.28999999999999,1,1,1,有,有,9900000,172805,,0.0,0,,RPVQMLPLJHHGFAF28DA,31.24,2.01,3.66,有,
板橋區,房地(土地+建物),新北市板橋區新府路１４２號四樓,5.21,都市：其他:第二種特定專用區,,,1101226,土地1建物1車位0,四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971119,74.08,2,2,1,有,有,14100000,190335,,0.0,0,夾層；其他增建；,RPVPMLOLJHHGFAF08DA,43.82,1.34,3.22,有,186.0
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路２０７號三樓,12.81,住,,,1110108,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091117,112.78,3,1,1,有,有,14000000,124135,坡道平面,32.06,0,,RPRSMLPJJHHGFAF87DA,46.85,3.64,3.6,有,189.0
土城區,房地(土地+建物),新北市土城區學府路二段２２巷３號六樓,15.06,住,,,1101218,土地1建物1車位0,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810919,102.44,3,2,2,有,有,13500000,131784,,0.0,0,其他增建；,RPROMLNKJHHGFAF37DA,76.64,0.0,6.45,有,
板橋區,房地(土地+建物)+車位,新北市板橋區文化路二段２８８號二十七樓,10.75,商,,,1100303,土地2建物1車位1,二十七層,三十二層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,1090827,242.14,3,2,2,有,有,52500000,260201,坡道平面,53.44,3400000,,RPVPMLQJJHHGFAF08DA,121.18,1.93,7.67,有,
板橋區,房地(土地+建物)+車位,新北市板橋區文化路二段２８６號二十七樓,8.26,商,,,1100303,土地2建物1車位1,二十七層,三十二層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,1090827,189.39999999999998,2,2,2,有,有,40100000,257448,坡道平面,46.07,3200000,,RPXPMLQJJHHGFAF28DA,92.69,0.0,6.41,有,
板橋區,房地(土地+建物)+車位,新北市板橋區文化路二段２７８號二十五樓,7.12,商,,,1100306,土地2建物1車位1,二十五層,三十二層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,1090827,176.95,2,2,2,有,有,34280000,256902,坡道平面,53.44,2550000,,RPRVMLQKKIGGFAF48DA,80.86,0.0,4.56,有,
土城區,房地(土地+建物)+車位,新北市土城區日和街２５號十九樓,37.03,商,,,1101215,土地1建物1車位1,十九層,三十二層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造、鋼骨鋼筋混凝土構造,1081120,281.2,3,2,3,有,有,42590000,166784,坡道平面,39.63,2300000,,RPXONLOJJHHGFAF08DA,133.87,8.37,16.05,有,
土城區,房地(土地+建物)+車位,新北市土城區日和街２７號二十二樓,34.65,商,,,1101225,土地1建物1車位1,二十二層,三十二層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造、鋼骨鋼筋混凝土構造,1081120,265.38,3,2,3,有,有,36220000,149812,坡道平面,39.63,2400000,,RPQPNLOJJHHGFAF47DA,124.16,9.11,14.65,有,
土城區,房地(土地+建物)+車位,新北市土城區學士路９０號十一樓,27.94,住,,,1080112,土地1建物1車位1,十一層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101102,183.16,4,2,2,有,有,21180000,125532,坡道平面,30.37,2000000,110.11.12轉讓價格新台幣2190萬元整。預售屋、或土地及建物分件登記案件；,RPRNMLTLKIGGFAF08DA,96.94,0.0,5.52,有,
土城區,房地(土地+建物)+車位,新北市土城區學士路８６號七樓,28.27,住,,,1080113,土地1建物1車位2,七層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101102,198.70999999999998,3,2,2,有,有,20610000,122014,坡道平面,58.48,3500000,預售屋、或土地及建物分件登記案件；,RPTNMLTLKIGGFAF28DA,89.08,0.0,4.99,有,
土城區,房地(土地+建物)+車位,新北市土城區學士路８６號九樓,25.88,住,,,1080115,土地1建物1車位1,九層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101102,170.61,3,2,2,有,有,19690000,126141,坡道平面,30.37,2000000,109.7.21轉讓價格新台幣2100萬元整。預售屋、或土地及建物分件登記案件；,RPUNMLTLKIGGFAF38DA,89.08,0.0,4.99,有,
土城區,房地(土地+建物)+車位,新北市土城區學士路８２號九樓,17.54,住,,,1080122,土地1建物1車位1,九層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101102,120.22,2,2,1,有,有,13100000,126322,坡道平面,30.37,1750000,110.5.2轉讓價格新台幣1585萬元整。預售屋、或土地及建物分件登記案件；,RPWNMLTLKIGGFAF58DA,55.46,0.0,4.78,有,
土城區,房地(土地+建物)+車位,新北市土城區學士路８２號十樓,20.13,住,,,1080312,土地1建物1車位2,十層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101102,150.59,2,2,1,有,有,13540000,117752,坡道平面,60.74,2960000,預售屋、或土地及建物分件登記案件；,RPOOMLTLKIGGFAF87DA,55.46,0.0,4.78,有,
土城區,房地(土地+建物)+車位,新北市土城區學士路８２號十四樓,17.54,住,,,1080105,土地1建物1車位1,十四層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101102,120.22,2,2,1,有,有,13580000,129994,坡道平面,30.37,1900000,預售屋、或土地及建物分件登記案件；,RPPOMLTLKIGGFAF97DA,55.46,0.0,4.78,有,
土城區,房地(土地+建物)+車位,新北市土城區學士路８０號十七樓,24.65,住,,,1080113,土地1建物1車位1,十七層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101102,163.02,3,2,2,有,有,19180000,128760,坡道平面,30.37,2100000,108.12.21轉讓價款新台幣1970萬元整。預售屋、或土地及建物分件登記案件；,RPTOMLTLKIGGFAF38DA,83.43,0.0,5.55,有,
土城區,房地(土地+建物)+車位,新北市土城區學士路８８號十五樓,18.44,住,,,1080106,土地1建物1車位1,十五層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101102,124.6,2,2,1,有,有,14450000,129029,坡道平面,28.11,2000000,預售屋、或土地及建物分件登記案件；,RPTNMLQLKIGGFAF97DA,59.86,0.0,4.85,有,
土城區,房地(土地+建物)+車位,新北市土城區學士路８８號十八樓,44.82,住,,,1080111,土地1建物1車位2,十八層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101102,298.99,4,2,3,有,有,34580000,128353,坡道平面,60.74,4000000,預售屋、或土地及建物分件登記案件；,RPVNMLQLKIGGFAF18DA,150.78,0.0,9.02,有,
土城區,房地(土地+建物)+車位,新北市土城區學士路８６號十五樓,25.88,住,,,1080106,土地1建物1車位1,十五層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101102,170.61,3,2,2,有,有,20300000,130491,坡道平面,30.37,2000000,預售屋、或土地及建物分件登記案件；,RPPOMLQLKIGGFAF67DA,89.08,0.0,4.99,有,
土城區,房地(土地+建物)+車位,新北市土城區學士路８０號十三樓,24.65,住,,,1080122,土地1建物1車位1,十三層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101102,163.02,3,2,2,有,有,19000000,128911,坡道平面,30.37,1900000,預售屋、或土地及建物分件登記案件；,RPUOMLQLKIGGFAF18DA,83.43,0.0,5.55,有,
土城區,房地(土地+建物)+車位,新北市土城區學士路８０號十五樓,24.65,住,,,1080108,土地1建物1車位1,十五層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101102,163.02,3,2,2,有,有,19170000,129438,坡道平面,30.37,2000000,預售屋、或土地及建物分件登記案件；,RPVOMLQLKIGGFAF28DA,83.43,0.0,5.55,有,
土城區,房地(土地+建物)+車位,新北市土城區莊園街４３號二十七樓,30.59,住,,,1101106,土地1建物1車位1,二十七層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,1080412,199.18,3,2,2,有,有,27500000,156394,坡道平面,36.45,2050000,,RPWPMLPJJIGGFAF08DA,96.93,0.0,14.13,有,
土城區,房地(土地+建物)+車位,新北市土城區學士路９２號五樓,30.12,住,,,1080118,土地1建物1車位1,五層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101102,196.01999999999998,4,2,2,有,有,21600000,119529,坡道平面,30.37,1800000,預售屋、或土地及建物分件登記案件；,RPXNMLPJKIGGFAF08DA,104.85,0.0,6.26,有,
土城區,房地(土地+建物)+車位,新北市土城區學士路９２號六樓,30.12,住,,,1080118,土地1建物1車位1,六層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101102,196.01999999999998,4,2,2,有,有,21700000,120133,坡道平面,30.37,1800000,預售屋、或土地及建物分件登記案件；,RPOOMLPJKIGGFAF27DA,104.85,0.0,6.26,有,
土城區,房地(土地+建物)+車位,新北市土城區學士路９２號十二樓,32.71,住,,,1080112,土地1建物1車位2,十二層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101102,226.39,4,2,2,有,有,24270000,123574,坡道平面,60.74,3800000,預售屋、或土地及建物分件登記案件；,RPVOMLPJKIGGFAF97DA,104.85,0.0,6.26,有,
土城區,房地(土地+建物)+車位,新北市土城區學士路９２號十五樓,27.44,住,,,1080112,土地1建物1車位1,十五層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101102,179.76,4,2,2,有,有,21860000,132271,坡道平面,30.37,2100000,預售屋、或土地及建物分件登記案件；,RPQPMLPJKIGGFAF57DA,94.77,0.0,5.42,有,
土城區,房地(土地+建物)+車位,新北市土城區學士路９２號十六樓,27.44,住,,,1080108,土地1建物1車位1,十六層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101102,179.76,4,2,2,有,有,21010000,127251,坡道平面,30.37,2000000,預售屋、或土地及建物分件登記案件；,RPRPMLPJKIGGFAF67DA,94.77,0.0,5.42,有,
土城區,房地(土地+建物)+車位,新北市土城區學士路９０號十六樓,27.94,住,,,1080125,土地1建物1車位1,十六層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101102,183.16,4,2,2,有,有,21600000,128281,坡道平面,30.37,2000000,預售屋、或土地及建物分件登記案件；,RPXQMLPJKIGGFAF38DA,96.94,0.0,5.52,有,
土城區,房地(土地+建物)+車位,新北市土城區學士路８８號九樓,18.64,住,,,1080119,土地1建物1車位1,九層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101102,126.86999999999999,2,2,1,有,有,14190000,127358,坡道平面,30.37,1900000,預售屋、或土地及建物分件登記案件；,RPURMLPJKIGGFAF18DA,59.86,0.0,4.85,有,
土城區,房地(土地+建物)+車位,新北市土城區學士路８２號十五樓,17.54,住,,,1080111,土地1建物1車位1,十五層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101102,120.22,2,2,1,有,有,13590000,130106,坡道平面,30.37,1900000,預售屋、或土地及建物分件登記案件；,RPQTMLPJKIGGFAF97DA,55.46,0.0,4.78,有,
土城區,房地(土地+建物)+車位,新北市土城區學士路８０號八樓,24.65,住,,,1080108,土地1建物1車位1,八層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101102,163.02,3,2,2,有,有,18510000,124463,坡道平面,30.37,2000000,預售屋、或土地及建物分件登記案件；,RPOUMLPJKIGGFAF87DA,83.43,0.0,5.55,有,
土城區,房地(土地+建物)+車位,新北市土城區學士路８０號十一樓,24.65,住,,,1080105,土地1建物1車位1,十一層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101102,163.02,3,2,2,有,有,18750000,127026,坡道平面,30.37,1900000,預售屋、或土地及建物分件登記案件；,RPRUMLPJKIGGFAF18DA,83.43,0.0,5.55,有,
土城區,房地(土地+建物)+車位,新北市土城區學士路８８號七樓,18.64,住,,,1080113,土地1建物1車位1,七層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101102,126.86999999999999,2,2,1,有,有,13820000,122487,坡道平面,30.37,2000000,預售屋、或土地及建物分件登記案件；,RPQNMLOKKIGGFAF37DA,59.86,0.0,4.85,有,
土城區,房地(土地+建物)+車位,新北市土城區學士路８８號八樓,18.64,住,,,1080105,土地1建物1車位1,八層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101102,126.86999999999999,2,2,1,有,有,13970000,125078,坡道平面,30.37,1900000,預售屋、或土地及建物分件登記案件；,RPRNMLOKKIGGFAF47DA,59.86,0.0,4.85,有,
土城區,房地(土地+建物),新北市土城區學士路８６號五樓,23.29,住,,,1080112,土地1建物1車位0,五層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101102,140.23,3,2,2,有,有,17380000,123939,,0.0,0,預售屋、或土地及建物分件登記案件；,RPTNMLOKKIGGFAF67DA,89.08,0.0,4.99,有,
土城區,房地(土地+建物)+車位,新北市土城區學士路８０號五樓,24.45,住,,,1080110,土地1建物1車位1,五層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101102,160.75,3,2,2,有,有,18070000,121909,坡道平面,28.11,1900000,預售屋、或土地及建物分件登記案件；,RPWNMLOKKIGGFAF97DA,83.43,0.0,5.55,有,
板橋區,房地(土地+建物)+車位,新北市板橋區環河西路五段２０５號十樓,13.13,住,,,1101106,土地1建物1車位1,十層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100901,104.38,2,2,1,有,有,14280000,148842,坡道平面,23.22,2200000,,RPUNMLOKJHHGFAF67DA,47.71,4.23,2.45,有,
板橋區,房地(土地+建物)+車位,新北市板橋區環河西路五段２２７號八樓,19.53,住,,,1070713,土地1建物1車位1,八層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100901,146.41,3,2,2,有,有,17300000,124198,坡道平面,23.22,2000000,預售屋、或土地及建物分件登記案件；,RPSSMLRJKHHGFAF28DA,68.18,4.42,9.96,有,
板橋區,房地(土地+建物)+車位,新北市板橋區環河西路五段２４１號十六樓,19.73,住,,,1101106,土地1建物1車位1,十六層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100901,147.76999999999998,3,2,2,有,有,21050000,151345,坡道平面,23.22,2200000,,RPOSMLRJKHHGFAF87DA,69.33,4.56,9.58,有,
板橋區,房地(土地+建物)+車位,新北市板橋區環河西路五段２１９號十七樓,19.53,住,,,1091026,土地1建物1車位1,十七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100901,145.3,3,2,2,有,有,18390000,133858,坡道平面,22.11,1900000,預售屋、或土地及建物分件登記案件；,RPPSMLRJKHHGFAF97DA,68.18,4.42,9.96,有,
板橋區,房地(土地+建物)+車位,新北市板橋區環河西路五段２２７號六樓,19.53,住,,,1070625,土地1建物1車位1,六層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100901,146.41,3,2,2,有,有,17700000,125822,坡道平面,23.22,2200000,預售屋、或土地及建物分件登記案件；,RPQSMLRJKHHGFAF08DA,68.18,4.42,9.96,有,
板橋區,房地(土地+建物)+車位,新北市板橋區府中路１２６號四樓之３,18.12,商,,,1110114,土地1建物2車位1,四層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840617,204.07999999999998,2,2,2,有,有,24500000,132868,坡道機械,33.61,1850000,,RPWSMLKKKHHGFAF08DA,129.14,0.0,0.0,有,
板橋區,房地(土地+建物),新北市板橋區長江路二段２號三樓之一,3.94,住,,,1101229,土地2建物1車位0,三層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850120,69.4,2,2,1,有,有,9500000,136888,,0.0,0,,RPOSMLKKKHHGFAF27DA,54.8,0.0,6.88,有,194.0
土城區,房地(土地+建物)+車位,新北市土城區日和街２１號三樓,27.23,商,,,1110112,土地1建物1車位1,三層,三十二層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造、鋼骨鋼筋混凝土構造,1081120,215.89999999999998,3,2,2,有,有,30850000,161400,坡道平面,39.63,2400000,,RPPOMLTJKHHGFAF77DA,102.47,0.0,13.13,有,
板橋區,房地(土地+建物)+車位,新北市板橋區中正路４５３號十七樓,14.59,住,,,1100310,土地1建物1車位1,十七層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101110,122.89,2,2,1,有,有,13060000,125588,坡道平面,33.63,1850000,預售屋、或土地及建物分件登記案件；,RPQOMLTJKHHGFAF87DA,49.36,3.1,5.93,有,
板橋區,房地(土地+建物),新北市板橋區中正路４５７號二樓,11.76,住,,,1081226,土地1建物1車位0,二層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1101110,73.85000000000001,2,2,1,有,有,8630000,116858,,0.0,0,預售屋、或土地及建物分件登記案件；,RPXOMLTJKHHGFAF58DA,43.29,0.0,5.05,有,
板橋區,房地(土地+建物)+車位,新北市板橋區中正路４５３號十九樓,14.59,住,,,1100310,土地1建物1車位1,十九層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101110,122.89,2,2,1,有,有,13100000,126036,坡道平面,33.63,1850000,預售屋、或土地及建物分件登記案件；,RPPPMLTJKHHGFAF87DA,49.36,3.1,5.93,有,
板橋區,房地(土地+建物),新北市板橋區中正路４６３號二十一樓,14.02,住,,,1100510,土地1建物1車位0,二十一層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101110,87.98,2,2,1,有,有,12050000,136963,,0.0,0,預售屋、或土地及建物分件登記案件；,RPSPMLTJKHHGFAF18DA,49.22,3.4,5.05,有,
板橋區,房地(土地+建物)+車位,新北市板橋區中正路４６５號十五樓,14.8,住,,,1090907,土地1建物1車位1,十五層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101110,124.04,2,2,1,有,有,12810000,123991,坡道平面,33.63,1600000,110.09.13讓渡預售屋、或土地及建物分件登記案件；,RPUPMLTJKHHGFAF38DA,49.39,3.4,6.38,有,
土城區,房地(土地+建物),新北市土城區永豐路１５１巷２１號十樓,9.73,住,,,1110125,土地6建物1車位0,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841104,37.86,1,1,1,有,有,3700000,97728,,0.0,0,,RPPNMLOKKHHGFAF27DA,31.08,0.0,4.63,有,197.0
新莊區,房地(土地+建物)+車位,新北市新莊區中正路１９５號九樓之二,25.22,住,,,1101203,土地1建物1車位2,九層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051122,269.85,3,2,2,有,有,34280000,159176,坡道平面,78.05,3750000,,RPUNMLSJKIGGFBF18DA,116.21,2.45,11.3,有,
林口區,房地(土地+建物),新北市林口區文化三路一段６９號三十五樓,50.1,住,,,1101202,土地1建物1車位0,三十五層,四十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,1090806,414.11,0,0,0,無,有,59300000,143199,,0.0,0,毛胚屋；,RPXQMLTJKIGGFBF88DA,236.91,16.42,23.8,有,
林口區,房地(土地+建物),新北市林口區文化二路一段５４９號十八樓,4.9,商,,,1101112,土地1建物1車位0,十八層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1080509,55.93,1,1,1,有,有,7400000,132308,,0.0,0,,RPRSMLNJJHHGFBF77DA,31.31,1.97,4.75,有,198.0
林口區,房地(土地+建物)+車位,新北市林口區文化三路一段７３號二十一樓,50.1,住,,,1101211,土地1建物1車位1,二十一層,四十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,1090806,442.09000000000003,0,0,0,無,有,59780000,137023,坡道平面,21.14,2100000,毛胚屋；,RPPRMLRKKIGGFBF08DA,232.24,19.19,23.57,有,
林口區,房地(土地+建物),新北市林口區文化三路一段６９號三十四樓,50.1,住,,,1101211,土地1建物1車位0,三十四層,四十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,1090806,414.11,0,0,0,無,有,59500000,143682,,0.0,0,毛胚屋；,RPQRMLRKKIGGFBF18DA,236.91,16.42,23.8,有,
新莊區,房地(土地+建物)+車位,新北市新莊區龍安路６６之４５號三樓,11.62,住,,,1101225,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021216,136.89999999999998,2,2,1,有,有,15000000,121303,坡道平面,29.73,2000000,其他增建；,RPUNMLPLKIGGFBF08DA,62.97,2.4,5.71,有,199.0
泰山區,房地(土地+建物)+車位,新北市泰山區信華六街２０號十七樓,28.16,住,,,1101130,土地2建物1車位1,十七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020812,176.89,3,2,2,有,有,19030000,107581,坡道平面,33.77,0,,RPVOMLSKJHHGFBF38DA,87.69,1.2,8.64,有,202.0
新莊區,房地(土地+建物)+車位,新北市新莊區新北大道二段２４９號八樓,22.48,住,,,1101228,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030827,147.97,3,2,2,有,有,19600000,132459,坡道平面,27.98,0,其他增建；,RPTRMLKLJHHGFBF77DA,68.72,6.87,4.76,有,207.0
新莊區,房地(土地+建物)+車位,新北市新莊區中港路７２５巷１３號七樓,23.64,住,,,1101116,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100903,194.88,3,2,2,有,有,28400000,161738,坡道平面,32.89,2200000,,RPVSMLKLJHHGFBF08DA,90.17,4.39,13.48,有,
林口區,房地(土地+建物)+車位,新北市林口區文化二路一段２０巷２１號三樓之四,7.06,住,,,1110114,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830530,67.04,1,0,1,有,有,4800000,71599,坡道平面,0.0,0,,RPVUMLMLJHHGFBF48DA,26.03,0.0,3.88,有,
五股區,房地(土地+建物)+車位,新北市五股區芳洲五路９０號五樓,15.59,住,,,1110105,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021014,104.27000000000001,2,2,1,有,有,9880000,94754,坡道平面,19.29,0,,RPQRMLPLJHHGFBF97DA,49.27,3.75,4.8,有,210.0
林口區,房地(土地+建物)+車位,新北市林口區文化三路一段３９４巷３９號八樓,30.68,商,,,1101125,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010503,324.26,3,2,3,有,有,35300000,108863,坡道平面,30.11,0,,RPROOLQLJHHGFBF08DA,180.12,4.73,21.97,有,
新莊區,房地(土地+建物)+車位,新北市新莊區思源路４１２號十二樓,13.27,商,,,1101213,土地1建物1車位1,十二層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100916,141.07999999999998,2,2,1,有,有,23680000,194984,坡道平面,31.43,2300000,,RPQRMLKKKHHGFBF47DA,62.33,4.18,4.94,有,
林口區,房地(土地+建物)+車位,新北市林口區中山路５２８號十三樓之三,14.58,商,,,1101213,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960927,151.98000000000002,3,2,2,有,有,12600000,92848,坡道平面,32.43,1500000,,RPRSMLSJKHHGFBF38DA,75.7,0.0,9.97,有,
新莊區,房地(土地+建物)+車位,新北市新莊區建興街５５號六樓,27.95,住,,,1110117,土地1建物1車位1,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020718,232.95000000000002,4,2,2,有,有,27680000,118824,坡道平面,0.0,0,,RPSTMLSJKHHGFBF58DA,118.21,10.26,13.05,有,
新店區,房地(土地+建物)+車位,新北市新店區寶橋路７８巷１０８號二十三樓,25.53,住,,,1101223,土地1建物1車位2,二十三層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020829,309.37,4,2,2,有,有,43000000,152029,坡道平面,52.84,4000000,其他增建；,RPUNMLQJJHHGFCF97DA,157.97,6.09,15.62,有,216.0
新店區,房地(土地+建物),新北市新店區中正路４８７之３號三樓,8.94,,,,1101220,土地2建物1車位0,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880406,101.39,3,2,2,有,有,14600000,143998,,0.0,0,其他增建；,RPTOMLMKJHHGFCF67DA,66.34,2.95,6.71,有,
新店區,房地(土地+建物)+車位,新北市新店區環河路１８號十二樓,14.67,住,,,1110106,土地2建物1車位1,十二層,三十二層,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,0880826,216.86,3,2,2,有,有,30000000,143000,坡道平面,26.65,2800000,陽台外推；其他增建；,RPQOMLOKKHHGFCF67DA,122.84,0.57,20.8,有,
新店區,房地(土地+建物)+車位,新北市新店區碧潭路７７巷６號六樓之二,8.99,住,,,1110124,土地6建物1車位1,六層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880917,103.58,3,1,2,有,有,9200000,88820,坡道平面,23.28,0,,RPXOMLLKKHHGFCF08DA,54.35,0.0,3.66,有,218.0
新店區,房地(土地+建物),新北市新店區北新路一段７７號十樓,8.43,商,,,1110115,土地1建物1車位0,十層,三十層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土構造,1081112,126.7,3,2,2,有,有,24730000,195185,,0.0,0,,RPTNMLTJKHHGFCF28DA,73.56,6.98,4.33,有,
新店區,房地(土地+建物)+車位,新北市新店區北新路一段７９號二十八樓之５,11.24,商,,,1110113,土地1建物1車位1,二十八層,三十層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土構造,1081112,185.76,4,2,2,有,有,40000000,222512,坡道平面,21.05,3350000,,RPTNMLSJKHHGFCF18DA,88.98,11.74,9.61,有,
汐止區,房地(土地+建物)+車位,新北市汐止區龍安路３８號１９樓之３,7.07,商,,,1101123,土地1建物1車位1,十九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0820119,91.71000000000001,3,2,2,有,有,8925000,97318,坡道機械,23.58,0,,RPTOMLKKKHHGFDF67DA,64.99,3.24,8.84,有,221.0
汐止區,房地(土地+建物),新北市汐止區新臺五路二段１９２號８樓,4.69,住,,,1110111,土地2建物2車位0,八層,三十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0851230,97.85,2,2,1,有,有,7800000,79714,,0.0,0,,RPVOMLKKKHHGFDF87DA,58.78,0.81,9.72,有,
汐止區,房地(土地+建物)+車位,新北市汐止區福德一路９６號五樓之２,22.11,住,,,1101227,土地1建物1車位1,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960307,178.79000000000002,3,2,2,有,有,20300000,113541,坡道平面,37.0,0,陽台外推；,RPPNMLKKKHHGFDF17DA,89.56,0.48,14.13,有,226.0
汐止區,房地(土地+建物),新北市汐止區福德一路２巷３號十三樓,14.79,住,,,1101231,土地1建物1車位0,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841110,106.35999999999999,3,2,2,有,有,10140000,95337,,0.0,0,,RPQNMLKKKHHGFDF27DA,60.01,0.36,7.23,有,227.0
